0.8211221694946289,1,24,24,100
0.8172352313995361,1,24,24,100
0.8213763236999512,1,24,24,100
0.8225293159484863,1,24,24,100
0.8272485733032227,1,24,24,100
0.8141260147094727,1,24,24,100
0.8214142322540283,1,24,24,100
0.8101503849029541,1,24,24,100
0.8221893310546875,1,24,24,100
0.8227443695068359,1,24,24,100
0.8199610710144043,1,24,24,100
0.39493370056152344,2,12,24,100
0.39503026008605957,2,12,24,100
0.39761781692504883,2,12,24,100
0.3964264392852783,2,12,24,100
0.3950340747833252,2,12,24,100
0.39724111557006836,2,12,24,100
0.39452052116394043,2,12,24,100
0.39753079414367676,2,12,24,100
0.3950803279876709,2,12,24,100
0.395078182220459,2,12,24,100
0.3968334197998047,2,12,24,100
0.26140904426574707,3,8,24,100
0.26266932487487793,3,8,24,100
0.2613251209259033,3,8,24,100
0.2615952491760254,3,8,24,100
0.2607848644256592,3,8,24,100
0.2609400749206543,3,8,24,100
0.26577305793762207,3,8,24,100
0.2627830505371094,3,8,24,100
0.2630915641784668,3,8,24,100
0.26165080070495605,3,8,24,100
0.26202940940856934,3,8,24,100
0.19793915748596191,4,6,24,100
0.19669842720031738,4,6,24,100
0.1958458423614502,4,6,24,100
0.19695401191711426,4,6,24,100
0.19662070274353027,4,6,24,100
0.1970658302307129,4,6,24,100
0.19672656059265137,4,6,24,100
0.19785475730895996,4,6,24,100
0.19665932655334473,4,6,24,100
0.19681310653686523,4,6,24,100
0.19813013076782227,4,6,24,100
0.43274760246276855,6,4,24,100
0.15530133247375488,6,4,24,100
0.14220428466796875,6,4,24,100
0.16637706756591797,6,4,24,100
0.16966533660888672,6,4,24,100
0.4661848545074463,6,4,24,100
0.1429443359375,6,4,24,100
0.1968991756439209,6,4,24,100
0.16831135749816895,6,4,24,100
0.47255492210388184,6,4,24,100
0.44257402420043945,6,4,24,100
1.0071609020233154,8,3,24,100
1.0300970077514648,8,3,24,100
1.065584659576416,8,3,24,100
1.0073187351226807,8,3,24,100
1.017204999923706,8,3,24,100
0.47675561904907227,8,3,24,100
1.015026569366455,8,3,24,100
1.0202269554138184,8,3,24,100
1.0261175632476807,8,3,24,100
0.8713841438293457,8,3,24,100
0.9561669826507568,8,3,24,100
3.9322988986968994,1,48,48,100
3.967090129852295,1,48,48,100
3.9588959217071533,1,48,48,100
3.9787023067474365,1,48,48,100
3.9129436016082764,1,48,48,100
3.918313503265381,1,48,48,100
